,academic_year,gender,qualification,study_level,modules,module_credits,grade_average,modules_passed,pass_rate,passed_all_modules,tutorial_classes_attended,tutorial_class_modules
1106,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,64.0,12,100.0,yes,27,7
1107,2024,Male,BSc IT: Security and Network Engineering,1st year,12,144,50.0,6,50.0,no,13,6
1108,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
1109,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,60.0,8,88.9,no,48,8
1110,2024,Male,BSc in CompUter Science,1st year,12,144,48.0,4,33.3,no,16,5
1111,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,68.0,10,100.0,yes,0,0
1112,2024,Male,BSc IT: Data Science,1st year,10,120,49.0,4,40.0,no,19,5
1113,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,8,88.9,no,34,6
1114,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,8,116,66.0,8,100.0,yes,47,9
1115,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,57,9
1116,2024,Male,BSc IT: Data Science,1st year,11,136,61.0,9,81.8,no,16,4
1117,2024,Female,BSc IT: Data Science,1st year,11,136,55.0,8,72.7,no,30,5
1118,2024,Male,BSc in CompUter Science,1st year,12,144,58.0,11,91.7,no,26,6
1119,2024,Female,BSc IT: Data Science,1st year,11,136,61.0,10,90.9,no,34,6
1120,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,47,8
1121,2024,Male,BSc IT: Data Science,1st year,11,136,62.0,9,81.8,no,38,6
1122,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,53,9
1123,2024,Male,BSc IT: Data Science,1st year,11,136,57.0,8,72.7,no,14,4
1124,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,9,90.0,no,0,0
1125,2024,Male,BSc in CompUter Science,1st year,12,144,61.0,12,100.0,yes,22,6
1126,2024,Female,BSC IT: ROBOTICS,1st year,14,144,57.0,10,71.4,no,23,6
1127,2024,Female,BSc IT: Data Science,1st year,11,136,62.0,9,81.8,no,6,3
1128,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,31,7
1129,2024,Male,BSc IT: Data Science,1st year,11,136,27.0,0,0.0,no,9,2
1130,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,48,8
1131,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,8,88.9,no,75,9
1132,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,68,8
1133,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,58,7
1134,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,23,8
1135,2024,Male,BSc IT: Software Engineering,1st year,14,144,60.0,11,78.6,no,13,4
1136,2024,Female,BSc IT: Data Science,1st year,11,136,70.0,11,100.0,yes,25,6
1137,2024,Female,BSc in CompUter Science,1st year,12,144,58.0,9,75.0,no,31,6
1138,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,70,9
1139,2024,Male,BSc in CompUter Science,1st year,12,144,74.0,12,100.0,yes,31,6
1140,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,55.0,8,88.9,no,32,7
1141,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,79,9
1142,2024,Female,BSc IT: Data Science,1st year,11,136,62.0,9,81.8,no,20,6
1143,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
1144,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,72.0,10,100.0,yes,0,0
1145,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,62,9
1146,2024,Male,BSc in CompUter Science,1st year,12,144,44.0,3,25.0,no,6,3
1147,2024,Male,BSc in CompUter Science,1st year,12,144,67.0,11,91.7,no,26,6
1148,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,8,88.9,no,69,9
1149,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,56,8
1150,2024,Female,BSc in CompUter Science,1st year,12,144,65.0,12,100.0,yes,25,6
1151,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,38,7
1152,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,57,9
1153,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,75.0,10,100.0,yes,0,0
1154,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,81,9
1155,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,43,9
1156,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,56.0,8,80.0,no,0,0
1157,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,67,9
1158,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
1159,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,71.0,9,100.0,yes,59,9
1160,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,77,9
1161,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,44,9
1162,2024,Female,BSc in CompUter Science,1st year,12,144,64.0,10,83.3,no,27,5
1163,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,79,9
1164,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,69,8
1165,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,57.0,8,66.7,no,24,5
1166,2024,Male,BSc in CompUter Science,1st year,12,144,71.0,12,100.0,yes,19,6
1167,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,7,77.8,no,70,8
1168,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
1169,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,44,7
1170,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,63.0,10,100.0,yes,0,0
1171,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,58,8
1172,2024,Female,BSc in CompUter Science,1st year,12,144,57.0,10,83.3,no,28,6
1173,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,65.0,12,100.0,yes,16,6
1174,2024,Female,BSc IT: Data Science,1st year,11,136,72.0,11,100.0,yes,17,4
1175,2024,Female,BSc in CompUter Science,1st year,12,144,0.0,0,0.0,no,1,1
1176,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,9,100.0,yes,35,8
1177,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,64.0,9,90.0,no,0,0
1178,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,33,7
1179,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,75.0,10,100.0,yes,0,0
1180,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,68.0,12,100.0,yes,30,7
1181,2024,Male,BSc in CompUter Science,1st year,12,144,56.0,10,83.3,no,18,6
1182,2024,Male,BSc in CompUter Science,1st year,12,144,61.0,12,100.0,yes,19,6
1183,2024,Female,BSc IT: Data Science,1st year,11,136,63.0,11,100.0,yes,24,6
1184,2024,Male,BSc in CompUter Science,1st year,12,144,49.0,4,33.3,no,13,6
1185,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,63.0,8,80.0,no,0,0
1186,2024,Female,BSc in CompUter Science,1st year,12,144,69.0,12,100.0,yes,20,6
1187,2024,Male,BSc IT: Data Science,1st year,11,136,50.0,5,45.5,no,13,5
1188,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,10,100.0,yes,0,0
1189,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,80,9
1190,2024,Male,BSc IT: Data Science,1st year,11,136,57.0,9,81.8,no,14,4
1191,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,62.0,9,100.0,yes,45,6
1192,2024,Female,BSc IT: Data Science,1st year,11,136,69.0,10,90.9,no,15,5
1193,2024,Male,BSc in CompUter Science,1st year,12,144,64.0,12,100.0,yes,23,6
1194,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,67.0,10,100.0,yes,0,0
1195,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
1196,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,66.0,10,83.3,no,53,8
1197,2024,Female,BSc in CompUter Science,1st year,12,144,69.0,12,100.0,yes,22,5
1198,2024,Male,BSc in CompUter Science,1st year,12,144,68.0,12,100.0,yes,21,6
1199,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,10,100.0,yes,0,0
1200,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,68.0,10,100.0,yes,0,0
1201,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,9,106,0.0,0,0.0,no,0,0
1202,2024,Male,BSc IT: Data Science,1st year,11,136,56.0,8,72.7,no,9,4
1203,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,66,9
1204,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,8,88.9,no,79,9
1205,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,77,9
1206,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,9,100.0,yes,30,6
1207,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,68.0,10,100.0,yes,0,0
1208,2024,Male,BSc IT: Data Science,1st year,11,136,62.0,9,81.8,no,23,5
1209,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,61,8
1210,2024,Female,BSc IT: Data Science,1st year,11,136,48.0,2,18.2,no,10,5
1211,2024,Female,BSc IT: Data Science,1st year,11,136,72.0,11,100.0,yes,41,6
1212,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,22.0,2,22.2,no,25,4
1213,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,63.0,10,100.0,yes,0,0
1214,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,66,9
1215,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,65.0,9,90.0,no,0,0
1216,2024,Male,BSc in CompUter Science,1st year,12,144,57.0,8,66.7,no,29,5
1217,2024,Male,BSc in CompUter Science,1st year,12,144,70.0,12,100.0,yes,17,6
1218,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,37,7
1219,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,60.0,9,75.0,no,42,10
1220,2024,Female,BSC IT: ROBOTICS,1st year,14,144,52.0,7,50.0,no,45,6
1221,2024,Female,BSC IT: ROBOTICS,1st year,16,144,48.0,4,25.0,no,15,5
1222,2024,Male,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,64.0,11,91.7,no,32,8
1223,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
1224,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,50.0,6,66.7,no,23,7
1225,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,73.0,9,100.0,yes,76,9
1226,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,72.0,9,100.0,yes,75,9
1227,2024,Female,BSc IT: Data Science,1st year,11,136,62.0,11,100.0,yes,30,5
1228,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,10,144,59.0,6,60.0,no,20,5
1229,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,60.0,8,80.0,no,0,0
1230,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,59.0,11,91.7,no,12,4
1231,2024,Male,BSc IT: Data Science,1st year,11,136,63.0,9,81.8,no,10,3
1232,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,72,8
1233,2024,Female,BSc IT: Data Science,1st year,11,136,52.0,5,45.5,no,26,5
1234,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,46.0,4,40.0,no,0,0
1235,2024,Male,BSc in CompUter Science,1st year,12,144,65.0,11,91.7,no,50,6
1236,2024,Male,BSc IT: Security and Network Engineering,1st year,12,144,58.0,8,66.7,no,7,5
1237,2024,Female,BSc in CompUter Science,1st year,12,144,70.0,12,100.0,yes,12,5
1238,2024,Female,BSc IT: Data Science,1st year,11,136,60.0,5,45.5,no,15,6
1239,2024,Female,BSc IT: Data Science,1st year,11,136,38.0,1,9.1,no,16,4
1240,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,26,7
1241,2024,Female,BSc IT: Data Science,1st year,11,136,82.0,11,100.0,yes,30,7
1242,2024,Male,BSc in CompUter Science,1st year,12,144,67.0,12,100.0,yes,40,6
1243,2024,Male,BSc in CompUter Science,1st year,12,144,49.0,3,25.0,no,15,5
1244,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,67.0,11,91.7,no,41,8
1245,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,65.0,9,100.0,yes,55,8
1246,2024,Female,BSc IT: Data Science,1st year,11,136,59.0,9,81.8,no,20,6
1247,2024,Female,BSc in CompUter Science,1st year,12,144,58.0,11,91.7,no,25,6
1248,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,54.0,6,66.7,no,56,9
1249,2024,Female,BSC IT: ROBOTICS,1st year,14,144,56.0,12,85.7,no,16,6
1250,2024,Female,BSc IT: Software Engineering,1st year,15,144,74.0,15,100.0,yes,55,8
1251,2024,Female,BSc IT: Data Science,1st year,11,136,71.0,10,90.9,no,36,6
1252,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,0.0,0,0.0,no,20,4
1253,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,61.0,9,75.0,no,4,3
1254,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,54.0,6,50.0,no,12,4
1255,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,79.0,12,100.0,yes,38,7
1256,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,69.0,10,100.0,yes,0,0
1257,2024,Male,BSc IT: Data Science,1st year,11,136,55.0,3,27.3,no,21,7
1258,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,56.0,8,66.7,no,19,6
1259,2024,Male,BSc IT: Data Science,1st year,11,136,55.0,9,81.8,no,18,5
1260,2024,Male,BSc IT: Data Science,1st year,11,136,50.0,6,54.5,no,40,7
1261,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,77.0,10,100.0,yes,0,0
1262,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,67.0,9,100.0,yes,75,8
1263,2024,Male,BSc IT: Software Engineering,1st year,15,144,56.0,12,80.0,no,59,6
1264,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,60.0,8,80.0,no,0,0
1265,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,52.0,3,25.0,no,9,4
1266,2024,Female,BSc in CompUter Science,1st year,12,144,64.0,12,100.0,yes,21,6
1267,2024,Male,BSc IT: Data Science,1st year,11,136,63.0,9,81.8,no,50,7
1268,2024,Male,BSc IT: Data Science,1st year,11,136,58.0,10,90.9,no,20,5
1269,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,7,77.8,no,48,7
1270,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,61.0,8,88.9,no,54,9
1271,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,57.0,7,58.3,no,29,7
1272,2024,Female,BSc IT: Data Science,1st year,11,136,66.0,11,100.0,yes,23,5
1273,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,68.0,10,100.0,yes,0,0
1274,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,60.0,9,100.0,yes,15,5
1275,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,61.0,9,90.0,no,0,0
1276,2024,Male,BSc IT: Data Science,1st year,11,136,75.0,11,100.0,yes,12,4
1277,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,55.0,6,66.7,no,16,3
1278,2024,Female,BSc IT: Data Science,1st year,11,136,62.0,11,100.0,yes,23,6
1279,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,77,9
1280,2024,Male,BSc in CompUter Science,1st year,12,144,78.0,12,100.0,yes,31,6
1281,2024,Male,BSc IT: Data Science,1st year,11,136,56.0,8,72.7,no,44,7
1282,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,87,9
1283,2024,Female,BSc in CompUter Science,1st year,12,144,61.0,12,100.0,yes,22,6
1284,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,59.0,8,88.9,no,79,9
1285,2024,Male,BSc IT: Data Science,1st year,11,136,35.0,1,9.1,no,3,2
1286,2024,Female,BSc IT: Data Science,1st year,11,136,0.0,0,0.0,no,0,0
1287,2024,Male,BSc in CompUter Science,1st year,12,144,63.0,11,91.7,no,27,6
1288,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,63.0,10,100.0,yes,0,0
1289,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,71.0,12,100.0,yes,13,5
1290,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,69.0,9,100.0,yes,23,6
1291,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,63.0,9,100.0,yes,21,5
1292,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,66.0,10,100.0,yes,0,0
1293,2024,Female,BSc IT: Security and Network Engineering,1st year,12,144,58.0,9,75.0,no,18,6
1294,2024,Female,BSc in CompUter Science,1st year,12,144,75.0,12,100.0,yes,36,6
1295,2024,Female,BSc in CompUter Science,1st year,12,144,65.0,11,91.7,no,15,6
1296,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,62.0,9,90.0,no,0,0
1297,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,66.0,12,100.0,yes,30,8
1298,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,76.0,10,100.0,yes,0,0
1299,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,68.0,10,100.0,yes,0,0
1300,2024,Male,BSc IT: Data Science,1st year,11,136,0.0,0,0.0,no,4,2
1301,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,68.0,9,100.0,yes,36,7
1302,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,57,8
1303,2024,Male,BSc in CompUter Science,1st year,12,144,75.0,12,100.0,yes,12,4
1304,2024,Female,BSC IT: ROBOTICS,1st year,14,144,50.0,8,57.1,no,8,6
1305,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,71.0,10,100.0,yes,0,0
1306,2024,Male,BSc IT: Data Science,1st year,11,136,48.0,5,45.5,no,6,3
1307,2024,Male,BSc in CompUter Science,1st year,12,144,58.0,4,33.3,no,23,5
1308,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,56.0,8,88.9,no,69,9
1309,2024,Female,BSc in CompUter Science,1st year,12,144,67.0,12,100.0,yes,31,6
1310,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,54.0,6,60.0,no,0,0
1311,2024,Male,BSc IT: Data Science,1st year,11,136,79.0,11,100.0,yes,32,6
1312,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,17.0,2,22.2,no,22,6
1313,2024,Female,BSc in CompUter Science,1st year,12,144,65.0,12,100.0,yes,12,5
1314,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,64,8
1315,2024,Male,BSc in CompUter Science,1st year,12,144,62.0,11,91.7,no,35,6
1316,2024,Female,BSC IT: ROBOTICS,1st year,13,128,58.0,12,92.3,no,17,6
1317,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,54,8
1318,2024,Female,BSc in CompUter Science,1st year,12,144,56.0,7,58.3,no,29,6
1319,2024,Female,BSc in CompUter Science,1st year,12,144,68.0,12,100.0,yes,24,6
1320,2024,Male,BSc in CompUter Science,1st year,12,144,67.0,11,91.7,no,27,6
1321,2024,Female,BSc in CompUter Science,1st year,12,144,48.0,6,50.0,no,22,5
1322,2024,Female,BSc IT: Security and Network Engineering,1st year,14,144,55.0,10,71.4,no,37,9
1323,2024,Female,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,57.0,6,60.0,no,0,0
1324,2024,Female,BSC IT: ROBOTICS,1st year,14,144,60.0,11,78.6,no,46,6
1325,2024,Female,BSc IT: Data Science,1st year,11,136,72.0,11,100.0,yes,33,6
1326,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,25.0,1,11.1,no,16,6
1327,2024,Female,BSc IT: Data Science,1st year,11,136,54.0,7,63.6,no,21,4
1328,2024,Female,BSc IT: Software Engineering,1st year,14,144,56.0,9,64.3,no,19,5
1329,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,58.0,7,77.8,no,35,9
1330,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,53.0,7,77.8,no,21,6
1331,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,64.0,9,100.0,yes,34,8
1332,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,70.0,9,100.0,yes,72,9
1333,2024,Female,BSc IT: Security and Network Engineering,1st year,14,144,56.0,9,64.3,no,23,8
1334,2024,Female,BSc IT: Data Science,1st year,11,136,67.0,11,100.0,yes,30,7
1335,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,60.0,8,88.9,no,46,6
1336,2024,Male,BSc in CompUter Science,1st year,12,144,67.0,12,100.0,yes,29,5
1337,2024,Female,BSC IT: ROBOTICS,1st year,16,144,61.0,16,100.0,yes,24,6
1338,2024,Male,BSc in CompUter Science,1st year,12,144,40.0,1,8.3,no,10,4
1339,2024,Female,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,61,9
1340,2024,Male,Higher Certificate in Information Systems: Cyber Security,1st year,10,120,70.0,10,100.0,yes,0,0
1341,2024,Male,BSc IT: Data Science,1st year,11,136,49.0,6,54.5,no,4,3
1342,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,57.0,7,77.8,no,20,7
1343,2024,Female,BSc IT: Data Science,1st year,11,136,54.0,7,63.6,no,46,6
1344,2024,Female,Higher Certificate in Information Systems: Cloud Computing,1st year,12,144,52.0,6,50.0,no,13,4
1345,2024,Male,BSc IT: Security and Network Engineering,1st year,10,120,0.0,0,0.0,no,0,0
1346,2024,Male,Higher Certificate in Information Systems: Software Development,1st year,9,136,66.0,9,100.0,yes,55,9
1347,2024,Female,BSc IT: Security and Network Engineering,1st year,11,128,49.0,4,36.4,no,6,4
